cid,text
59,"165/2024/ND-CP
Điều 11. Hành lang an toàn đường bộ
5. Chiều rộng hành lang an toàn kè, tường chắn bảo vệ được xác định từ mép ngoài của kè, tường chắn bảo vệ trở ra như sau:
c) Đối với kè, tường chắn bảo vệ không thuộc quy định tại điểm a, điểm b khoản này, hành lang an toàn kè, tường chắn được xác định theo hành lang an toàn đường bộ quy định tại khoản 1 Điều này."
60,"165/2024/ND-CP
Điều 13. Chấp thuận vị trí, quy mô, kích thước, phương án thi công, công tác bảo đảm an toàn giao thông, an toàn công trình đối với biển quảng cáo, biển thông tin cổ động, tuyên truyền chính trị xây dựng, lắp đặt trong phạm vi bảo vệ kết cấu hạ tầng đường bộ
1. Để bảo đảm an toàn giao thông, an toàn cho công trình đường bộ và công trình liền kề, việc xây dựng, lắp đặt cột, móng cột biển quảng cáo trong phạm vi hành lang an toàn đường bộ không bao gồm các vị trí sau:
a) Móng, cột biển quảng cáo không đặt lên các công trình kết cấu hạ tầng đường bộ và bảo đảm khoảng cách tối thiểu 1,0 mét đến móng và mép ngoài rãnh đỉnh, tường chắn, công trình an toàn giao thông đường bộ, công trình hạ tầng đã xây dựng trong phạm vi hành lang an toàn đường bộ;"
61,"165/2024/ND-CP
Điều 13. Chấp thuận vị trí, quy mô, kích thước, phương án thi công, công tác bảo đảm an toàn giao thông, an toàn công trình đối với biển quảng cáo, biển thông tin cổ động, tuyên truyền chính trị xây dựng, lắp đặt trong phạm vi bảo vệ kết cấu hạ tầng đường bộ
1. Để bảo đảm an toàn giao thông, an toàn cho công trình đường bộ và công trình liền kề, việc xây dựng, lắp đặt cột, móng cột biển quảng cáo trong phạm vi hành lang an toàn đường bộ không bao gồm các vị trí sau:
b) Trong phạm vi hành lang an toàn đường bộ và phần đất bảo vệ, bảo trì đường bộ có neo đậu phà, cầu phao, cầu quay;"
62,"165/2024/ND-CP
Điều 13. Chấp thuận vị trí, quy mô, kích thước, phương án thi công, công tác bảo đảm an toàn giao thông, an toàn công trình đối với biển quảng cáo, biển thông tin cổ động, tuyên truyền chính trị xây dựng, lắp đặt trong phạm vi bảo vệ kết cấu hạ tầng đường bộ
1. Để bảo đảm an toàn giao thông, an toàn cho công trình đường bộ và công trình liền kề, việc xây dựng, lắp đặt cột, móng cột biển quảng cáo trong phạm vi hành lang an toàn đường bộ không bao gồm các vị trí sau:
c) Vị trí che lấp tượng, tượng đài và biển quảng cáo khác, biển thông tin cổ động, tuyên truyền chính trị đã xây dựng, lắp đặt trong phạm vi bảo vệ kết cấu hạ tầng đường bộ."
63,"165/2024/ND-CP
Điều 14. Xây dựng, lắp đặt và khai thác công trình hạ tầng trong phạm vi bảo vệ kết cấu hạ tầng đường bộ
1. Công trình quy định tại khoản 1 Điều 19 Luật Đường bộ (sau đây gọi chung là công trình hạ tầng) khi xây dựng, lắp đặt trong phạm vi bảo vệ kết cấu hạ tầng đường bộ phải thực hiện theo quy định sau:
a) Lập, thẩm tra, thẩm định, phê duyệt dự án đầu tư hoặc báo cáo kinh tế - kỹ thuật, thiết kế, thi công xây dựng, lắp đặt công trình hạ tầng theo quy định của pháp luật về xây dựng;"
64,"165/2024/ND-CP
Điều 14. Xây dựng, lắp đặt và khai thác công trình hạ tầng trong phạm vi bảo vệ kết cấu hạ tầng đường bộ
1. Công trình quy định tại khoản 1 Điều 19 Luật Đường bộ (sau đây gọi chung là công trình hạ tầng) khi xây dựng, lắp đặt trong phạm vi bảo vệ kết cấu hạ tầng đường bộ phải thực hiện theo quy định sau:
b) Thực hiện thẩm tra, thẩm định an toàn giao thông đường bộ đối với trường hợp công trình đường sắt, đường tàu điện giao cắt, đi song song liền kề với đường bộ."
65,"165/2024/ND-CP
Điều 14. Xây dựng, lắp đặt và khai thác công trình hạ tầng trong phạm vi bảo vệ kết cấu hạ tầng đường bộ
3. Chủ đầu tư xây dựng, lắp đặt công trình hạ tầng có trách nhiệm hoàn trả kết cấu hạ tầng đường bộ bị ảnh hưởng và phải đáp ứng các quy định sau:
a) Kết cấu hạ tầng đường bộ hoàn trả phải được thiết kế, thi công, nghiệm thu, bảo hành theo quy định của pháp luật về xây dựng, quy định của pháp luật về tiêu chuẩn, quy chuẩn;"
66,"165/2024/ND-CP
Điều 14. Xây dựng, lắp đặt và khai thác công trình hạ tầng trong phạm vi bảo vệ kết cấu hạ tầng đường bộ
3. Chủ đầu tư xây dựng, lắp đặt công trình hạ tầng có trách nhiệm hoàn trả kết cấu hạ tầng đường bộ bị ảnh hưởng và phải đáp ứng các quy định sau:
b) Quy mô, chất lượng, yêu cầu kỹ thuật kết cấu hạ tầng đường bộ hoàn trả không được thấp hơn kết cấu hạ tầng đường bộ trước khi xây dựng, lắp đặt công trình hạ tầng."
67,"165/2024/ND-CP
Điều 15. Xây dựng, lắp đặt công trình hạ tầng kỹ thuật sử dụng chung với đường bộ
1. Việc đầu tư xây dựng công trình hạ tầng kỹ thuật sử dụng chung kết hợp với đầu tư xây dựng công trình đường bộ bao gồm các trường hợp quy định tại điểm a, điểm b và điểm c khoản 3 Điều 20 Luật Đường bộ và các trường hợp sau:
a) Dự án đầu tư xây dựng kết cấu hạ tầng đô thị, đầu tư xây dựng khu công nghiệp, khu chế xuất, khu kinh tế, đầu tư xây dựng kết cấu hạ tầng đồng bộ thuộc các trường hợp khác trong đó có các thành phần: xây dựng công trình đường bộ, xây dựng các công trình hạ tầng kỹ thuật sử dụng chung;"
68,"165/2024/ND-CP
Điều 15. Xây dựng, lắp đặt công trình hạ tầng kỹ thuật sử dụng chung với đường bộ
1. Việc đầu tư xây dựng công trình hạ tầng kỹ thuật sử dụng chung kết hợp với đầu tư xây dựng công trình đường bộ bao gồm các trường hợp quy định tại điểm a, điểm b và điểm c khoản 3 Điều 20 Luật Đường bộ và các trường hợp sau:
b) Các trường hợp khác theo quy định của pháp luật có liên quan và các trường hợp do người có thẩm quyền quyết định đầu tư xây dựng công trình đường bộ, xây dựng công trình khác quyết định."
69,"165/2024/ND-CP
Điều 15. Xây dựng, lắp đặt công trình hạ tầng kỹ thuật sử dụng chung với đường bộ
2. Chủ đầu tư dự án xây dựng công trình đường bộ có trách nhiệm:
a) Tổ chức lập và thực hiện dự án đầu tư xây dựng công trình đường bộ bao gồm cả hạng mục xây dựng công trình hạ tầng kỹ thuật sử dụng chung đối với các trường hợp quy định tại khoản 1 Điều này;"
70,"165/2024/ND-CP
Điều 15. Xây dựng, lắp đặt công trình hạ tầng kỹ thuật sử dụng chung với đường bộ
2. Chủ đầu tư dự án xây dựng công trình đường bộ có trách nhiệm:
b) Công khai thông tin dự án đầu tư xây dựng công trình đường bộ và tình hình đầu tư xây dựng dự án đường bộ theo quy định sau: thực hiện trên hệ thống cơ sở dữ liệu đường bộ quy định tại Điều 57 và Điều 58 của Nghị định này; thông báo cho cơ quan có chức năng quản lý nhà nước về thông tin truyền thông cấp tỉnh để cung cấp thông tin cho tổ chức, cá nhân có nhu cầu đề nghị chủ đầu tư dự án xây dựng công trình đường bộ cho phép xây dựng, lắp đặt công trình hạ tầng kỹ thuật sử dụng chung vào phạm vi dự án đầu tư xây dựng công trình đường bộ. Chi phí xây dựng, lắp đặt công trình kỹ thuật hạ tầng sử dụng chung và các chi phí phát sinh do thực hiện công việc này do tổ chức, cá nhân đề nghị chi trả."
71,"165/2024/ND-CP
Điều 16. Lắp đặt các công trình hạ tầng khác vào công trình hạ tầng kỹ thuật sử dụng chung với đường bộ
1. Trường hợp đã có công trình hạ tầng kỹ thuật sử dụng chung với đường bộ thì các công trình hạ tầng khác (đường dây thông tin, viễn thông, dây tải điện, dây dẫn điện, chiếu sáng công cộng, ống cấp nước, thoát nước, cấp năng lượng) được bố trí lắp đặt vào công trình hạ tầng kỹ thuật sử dụng chung, trừ các trường hợp sau:
a) Việc lắp đặt các công trình hạ tầng khác vào công trình hạ tầng kỹ thuật sử dụng chung không bảo đảm an toàn cho khai thác, sử dụng;"
72,"165/2024/ND-CP
Điều 16. Lắp đặt các công trình hạ tầng khác vào công trình hạ tầng kỹ thuật sử dụng chung với đường bộ
1. Trường hợp đã có công trình hạ tầng kỹ thuật sử dụng chung với đường bộ thì các công trình hạ tầng khác (đường dây thông tin, viễn thông, dây tải điện, dây dẫn điện, chiếu sáng công cộng, ống cấp nước, thoát nước, cấp năng lượng) được bố trí lắp đặt vào công trình hạ tầng kỹ thuật sử dụng chung, trừ các trường hợp sau:
b) Công trình hạ tầng kỹ thuật sử dụng chung có quy mô, kích thước, tải trọng không phù hợp để lắp đặt công trình hạ tầng khác, không còn vị trí lắp đặt thêm công trình hạ tầng khác;"
73,"165/2024/ND-CP
Điều 16. Lắp đặt các công trình hạ tầng khác vào công trình hạ tầng kỹ thuật sử dụng chung với đường bộ
1. Trường hợp đã có công trình hạ tầng kỹ thuật sử dụng chung với đường bộ thì các công trình hạ tầng khác (đường dây thông tin, viễn thông, dây tải điện, dây dẫn điện, chiếu sáng công cộng, ống cấp nước, thoát nước, cấp năng lượng) được bố trí lắp đặt vào công trình hạ tầng kỹ thuật sử dụng chung, trừ các trường hợp sau:
c) Không bảo đảm an toàn cho khai thác, sử dụng công trình đường bộ, công trình hạ tầng và công trình hạ tầng kỹ thuật sử dụng chung;"
74,"165/2024/ND-CP
Điều 16. Lắp đặt các công trình hạ tầng khác vào công trình hạ tầng kỹ thuật sử dụng chung với đường bộ
1. Trường hợp đã có công trình hạ tầng kỹ thuật sử dụng chung với đường bộ thì các công trình hạ tầng khác (đường dây thông tin, viễn thông, dây tải điện, dây dẫn điện, chiếu sáng công cộng, ống cấp nước, thoát nước, cấp năng lượng) được bố trí lắp đặt vào công trình hạ tầng kỹ thuật sử dụng chung, trừ các trường hợp sau:
d) Các trường hợp quy định tại khoản 2 Điều 14 của Nghị định này."
75,"165/2024/ND-CP
Điều 16. Lắp đặt các công trình hạ tầng khác vào công trình hạ tầng kỹ thuật sử dụng chung với đường bộ
3. Tổ chức, cá nhân có trách nhiệm bố trí dấu hiệu nhận biết công trình hạ tầng thuộc sở hữu khi lắp đặt vào công trình hạ tầng kỹ thuật sử dụng chung với đường bộ. Dấu hiệu nhận biết các công trình hạ tầng gồm:
a) Đối với ống cấp năng lượng, cấp, thoát nước, dấu hiệu nhận biết bao gồm các thông tin: tên đầy đủ hoặc viết tắt của chủ sở hữu, ký hiệu, màu sắc và các thông tin cần thiết khác được in, sơn trực tiếp vào vỏ ngoài đường ống hoặc ghi thông tin trên thẻ gắn vào bên ngoài đường ống;"
